Iteration	Posterior	Likelihood	Prior	birth_rate	clock_rate	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	root_time	sf[1]	sf[2]	sf[3]	sf[4]	tmrca_Ursidae	turnover
2210	-2005.5	-1977.04	-28.4564	0.5920511	0.0001941086	0.3719864	0.3716988	0.2200647	0.0029607	0.415686	0.107061	0.0559293	0.405816	0.0125469	48.22609	0.186595	0.334651	0.311227	0.167527	48.22609	0.6283012
2220	-2009.96	-1979.51	-30.4502	0.1909641	0.0001649801	0.1167194	0.3887886	0.07424467	0.00325062	0.39726	0.130803	0.0375778	0.418713	0.0123953	49.91535	0.192167	0.324132	0.308105	0.175597	49.91535	0.6112114
2230	-2008.03	-1979.44	-28.5889	0.5074376	0.0002129912	0.4458229	0.1214233	0.06161473	0.043925	0.414532	0.0452448	0.0284704	0.442417	0.0254109	47.07752	0.196391	0.319799	0.313936	0.169874	47.07752	0.8785767
2240	-2012.89	-1981.5	-31.3867	0.3172375	0.0001662622	0.07373473	0.7675725	0.2435028	0.0275753	0.379347	0.0443341	0.0460807	0.465201	0.0374616	44.81008	0.18123	0.347199	0.309588	0.161984	44.81008	0.2324275
2250	-2006.26	-1976.6	-29.6514	0.6996442	0.0001629476	0.5399726	0.2282183	0.1596716	0.0302349	0.39432	0.102366	0.0393444	0.429329	0.00440566	48.71926	0.182353	0.324354	0.321207	0.172086	48.71926	0.7717817
2260	-2013.68	-1984.95	-28.7262	0.5527816	0.0001960171	0.3181621	0.4244344	0.2346195	0.0403404	0.4019	0.0861339	0.018049	0.437583	0.0159933	46.4148	0.179624	0.312629	0.340025	0.167722	46.4148	0.5755656
2270	-2013.9	-1985.77	-28.1337	0.4415124	0.0002309524	0.3361934	0.2385416	0.1053191	0.050961	0.372514	0.0302014	0.0620874	0.456737	0.0274984	45.47758	0.192335	0.351765	0.291669	0.164231	45.47758	0.7614584
2280	-2007.13	-1979.33	-27.8011	0.4859496	0.0001929817	0.3016832	0.3791884	0.1842664	0.0179508	0.238338	0.195541	0.0615299	0.46821	0.018431	46.37538	0.19435	0.300136	0.321444	0.184071	46.37538	0.6208116
2290	-2013.24	-1982.42	-30.817	0.5915145	0.0001854969	0.3395148	0.4260247	0.2519998	0.00943676	0.23261	0.0337615	0.0406658	0.63801	0.0455156	52.57128	0.178443	0.308362	0.318462	0.194733	52.57128	0.5739753
2300	-2010.26	-1981.84	-28.4225	0.2494972	0.0002035734	0.03717934	0.850983	0.2123179	0.0406919	0.212704	0.158197	0.0631497	0.516661	0.00859659	47.43763	0.207757	0.307642	0.311651	0.172949	47.43763	0.149017
2310	-2008.36	-1980.43	-27.9295	0.2515291	0.000212989	0.04816911	0.8084949	0.20336	0.0268172	0.449399	0.11197	0.0322259	0.365688	0.0138996	49.55598	0.168616	0.3496	0.295053	0.186731	49.55598	0.1915051
2320	-2011.68	-1981.75	-29.9291	0.3287222	0.0002379312	0.1711126	0.4794615	0.1576096	0.0470333	0.300738	0.209596	0.0341698	0.37755	0.0309123	52.69961	0.1938	0.325882	0.310257	0.170062	52.69961	0.5205385
2330	-2010.52	-1979.16	-31.3668	0.05753443	0.0001609683	0.02767264	0.5190247	0.02986179	0.0199649	0.272835	0.171604	0.0447925	0.452119	0.0386845	46.03705	0.193603	0.343889	0.293354	0.169154	46.03705	0.4809753
2340	-2016.96	-1987.06	-29.9003	0.1794228	0.0001961089	0.08160351	0.5451889	0.09781933	0.0185083	0.395338	0.155002	0.136936	0.285639	0.00857694	47.81296	0.170326	0.339989	0.314772	0.174913	47.81296	0.4548111
2350	-2015.4	-1986	-29.4076	0.298207	0.0002409377	0.03256384	0.8908012	0.2656432	0.0509602	0.339592	0.0497283	0.079406	0.463551	0.0167618	50.02858	0.186848	0.318003	0.299485	0.195664	50.02858	0.1091988
2360	-2009.16	-1980.22	-28.9352	0.3986984	0.0001544639	0.2804298	0.2966366	0.1182685	0.00398859	0.348368	0.0998435	0.0438525	0.471239	0.0327084	48.06887	0.192257	0.305722	0.305337	0.196684	48.06887	0.7033634
2370	-2013.37	-1981.75	-31.6205	0.09965375	0.0001808025	0.02586333	0.740468	0.07379041	0.0124308	0.331542	0.190626	0.0565742	0.383008	0.0258185	49.0814	0.188638	0.321017	0.321653	0.168692	49.0814	0.259532
2380	-2004.63	-1977.34	-27.2844	0.4043869	0.0002052192	0.135533	0.6648432	0.2688539	0.00683989	0.355009	0.174032	0.0426377	0.367693	0.0537878	48.94798	0.178442	0.335242	0.314619	0.171697	48.94798	0.3351568
2390	-2008.77	-1978.48	-30.2881	0.3221405	0.0001762631	0.1016842	0.6843484	0.2204563	0.0135738	0.385633	0.145741	0.0238488	0.396659	0.0345454	48.89167	0.200393	0.307741	0.321149	0.170717	48.89167	0.3156516
2400	-2008.98	-1977.12	-31.8552	0.1133493	0.0001677726	0.0355874	0.6860378	0.0777619	0.00454006	0.360006	0.123267	0.087104	0.399366	0.0257167	48.67636	0.176888	0.319353	0.319312	0.184448	48.67636	0.3139622
2410	-2011.69	-1982.01	-29.683	0.3625457	0.0002082827	0.1570228	0.5668881	0.2055229	0.00580731	0.197544	0.0803078	0.0876743	0.610232	0.0184347	53.88754	0.192926	0.33423	0.301735	0.171108	53.88754	0.4331119
2420	-2015.58	-1984.64	-30.9432	0.05235666	0.0001411503	0.01682886	0.6785726	0.0355278	0.00493942	0.342385	0.0480416	0.170156	0.367599	0.0668789	46.52677	0.198347	0.3242	0.307421	0.170032	46.52677	0.3214274
2430	-2010.21	-1980.54	-29.6702	0.247482	0.0001940577	0.1489657	0.3980746	0.09851632	0.000830321	0.477995	0.0471788	0.0785324	0.334041	0.061423	51.10686	0.184737	0.334541	0.30329	0.177433	51.10686	0.6019254
2440	-2014.44	-1980.32	-34.1247	0.1282289	0.0001231218	0.07780502	0.3932332	0.05042384	0.00145569	0.353987	0.0490877	0.0575448	0.479738	0.058187	56.4861	0.179538	0.332567	0.305792	0.182104	56.4861	0.6067668
2450	-2008.09	-1976.09	-31.9961	0.1859219	0.0001537535	0.003945972	0.9787762	0.1819759	0.000153342	0.315368	0.18745	0.0516738	0.430793	0.0145623	50.83659	0.175139	0.320707	0.322517	0.181637	50.83659	0.02122382
2460	-2006.16	-1977.21	-28.955	0.8585383	0.0001700045	0.6643986	0.2261282	0.1941397	0.00787259	0.322119	0.192097	0.0638523	0.405527	0.00853155	50.5245	0.174666	0.332425	0.303969	0.188941	50.5245	0.7738718
2470	-2012.88	-1982.22	-30.6603	0.2291982	0.0002102072	0.06950194	0.6967606	0.1596963	0.0151074	0.365899	0.0528754	0.0587473	0.460644	0.0467274	46.22326	0.189406	0.308041	0.315656	0.186897	46.22326	0.3032394
2480	-2008.43	-1980.29	-28.139	0.7287201	0.0002097603	0.5108708	0.2989478	0.2178493	0.020225	0.307844	0.129931	0.049921	0.452372	0.039707	45.56661	0.188771	0.295344	0.337911	0.177975	45.56661	0.7010522
2490	-2010.01	-1981.5	-28.5106	0.3191955	0.0002420868	0.1253815	0.6071952	0.1938139	0.0140108	0.209618	0.117724	0.0851991	0.558594	0.0148537	49.34269	0.179124	0.324049	0.330072	0.166755	49.34269	0.3928048
2500	-2008.75	-1981.45	-27.3034	0.4197762	0.0002096934	0.1308769	0.6882222	0.2888993	0.0179009	0.24443	0.32571	0.0368916	0.354901	0.0201667	49.88923	0.187809	0.311559	0.332111	0.168521	49.88923	0.3117778
2510	-2014.59	-1982.58	-32.0121	0.1301715	0.0001776162	0.0616741	0.5262087	0.06849736	0.0033736	0.482432	0.0654033	0.0487188	0.39363	0.00644199	44.30699	0.214274	0.309775	0.30468	0.171271	44.30699	0.4737913
2520	-2011.75	-1982.49	-29.2562	0.3238004	0.0001222037	0.1830203	0.4347742	0.1407801	0.0149033	0.452139	0.10638	0.0443183	0.347758	0.0345021	45.02842	0.190559	0.324796	0.325109	0.159536	45.02842	0.5652258
2530	-2014.08	-1983.7	-30.384	0.1514465	0.0001141562	0.1027083	0.3218177	0.04873816	0.0133644	0.257995	0.137758	0.0818026	0.450333	0.058747	47.53365	0.177958	0.31922	0.332457	0.170365	47.53365	0.6781823
2540	-2007.31	-1980.66	-26.6502	0.3388766	0.0002079818	0.1202742	0.6450797	0.2186024	0.00300435	0.312994	0.111709	0.0764655	0.443352	0.0524753	46.98982	0.18306	0.318814	0.313548	0.184578	46.98982	0.3549203
2550	-2013	-1983.47	-29.5263	0.1698446	0.0001041191	0.01841297	0.8915893	0.1514317	0.0041533	0.320091	0.114241	0.0387023	0.480046	0.0427667	46.74732	0.201593	0.34109	0.296601	0.160716	46.74732	0.1084107
2560	-2011.08	-1981.11	-29.9677	0.09086081	0.000146859	0.06078554	0.3310038	0.03007527	0.00467263	0.402898	0.104432	0.0326877	0.432148	0.0231626	48.01116	0.185308	0.324234	0.330817	0.159641	48.01116	0.6689962
2570	-2012.73	-1983.5	-29.226	0.356749	0.000144012	0.1395338	0.6088741	0.2172153	0.14199	0.330243	0.129818	0.0320589	0.342458	0.0234326	51.22069	0.197025	0.334986	0.298593	0.169396	51.22069	0.3911259
2580	-2032.24	-2001.24	-30.9973	0.3458268	0.0001926306	0.3034618	0.1225034	0.04236497	0.0656597	0.410333	0.226194	0.0304391	0.2029	0.0644738	44.9049	0.207797	0.31571	0.315533	0.160961	44.9049	0.8774966
2590	-2011.33	-1980.68	-30.6434	0.6601894	0.0001644891	0.3450741	0.4773106	0.3151154	0.0299676	0.368708	0.175075	0.0275257	0.379151	0.0195729	48.03935	0.179766	0.34951	0.305049	0.165675	48.03935	0.5226894
2600	-2015.96	-1988.4	-27.5608	0.4026196	0.0001628164	0.1904624	0.526942	0.2121572	0.0424259	0.407362	0.0555056	0.0775914	0.381862	0.0352528	46.4039	0.190685	0.32516	0.329526	0.154629	46.4039	0.473058
2610	-2007.3	-1979.15	-28.1438	0.6364507	0.000224566	0.4423347	0.3049978	0.1941161	0.0274605	0.392058	0.0520516	0.0389616	0.466019	0.0234485	48.65471	0.174608	0.337116	0.311959	0.176317	48.65471	0.6950022
2620	-2010.65	-1981.93	-28.7184	0.4774429	0.0001430212	0.2629831	0.4491841	0.2144598	0.009245	0.164123	0.218442	0.0515324	0.529049	0.027608	45.72569	0.173053	0.325882	0.329666	0.1714	45.72569	0.5508159
2630	-2012.16	-1983.43	-28.7306	0.2909303	0.0001672593	0.1494951	0.4861479	0.1414351	0.00638364	0.263601	0.140647	0.0473834	0.452429	0.0895552	45.163	0.189093	0.305655	0.315259	0.189993	45.163	0.5138521
2640	-2012.02	-1983.18	-28.8414	0.2693183	0.0001604201	0.04624379	0.8282932	0.2230745	0.0102788	0.246086	0.317641	0.0298213	0.329325	0.0668477	47.59231	0.180702	0.348761	0.322717	0.14782	47.59231	0.1717068
2650	-2010.96	-1978.51	-32.4511	0.5190277	0.0001417323	0.3902641	0.2480861	0.1287635	0.00311238	0.399053	0.161621	0.0150138	0.381137	0.0400628	55.71089	0.176102	0.347442	0.303567	0.172889	55.71089	0.7519139
2660	-2011.7	-1981.14	-30.5676	0.227714	0.0001332385	0.08800931	0.6135095	0.1397047	0.0266006	0.322858	0.154979	0.0544893	0.382705	0.0583677	49.23681	0.177094	0.319921	0.314972	0.188014	49.23681	0.3864905
2670	-2005.82	-1978.08	-27.7346	0.3217473	0.0001376951	0.08267037	0.7430581	0.2390769	0.0187983	0.326605	0.0861847	0.0321841	0.529426	0.00680118	49.26955	0.182535	0.325347	0.31703	0.175087	49.26955	0.2569419
2680	-2005.62	-1978.37	-27.2563	0.4672125	0.0002334041	0.2356575	0.4956096	0.231555	0.0109003	0.433997	0.107466	0.0462567	0.373303	0.0280764	45.67878	0.177414	0.337501	0.302477	0.182608	45.67878	0.5043904
2690	-2017.98	-1987.27	-30.7092	0.1302845	0.0001246044	0.04842073	0.6283461	0.08186376	0.0444961	0.393061	0.11429	0.0705207	0.364846	0.0127865	50.67472	0.18158	0.3201	0.355154	0.143166	50.67472	0.3716539
2700	-2011.46	-1980.86	-30.6048	0.9020444	0.0002094079	0.6596493	0.2687174	0.242395	0.0258154	0.373337	0.115262	0.122257	0.346538	0.01679	44.97015	0.187809	0.316237	0.337555	0.158399	44.97015	0.7312826
2710	-2006.3	-1978.62	-27.6739	1.05404	0.0002194713	0.9561332	0.09288748	0.09790715	0.0166696	0.305654	0.102116	0.0960989	0.467692	0.0117689	47.7416	0.183037	0.315842	0.312475	0.188645	47.7416	0.9071125
2720	-2010.06	-1979.73	-30.3302	0.4166121	0.0001639908	0.3268933	0.2153535	0.08971888	0.0120656	0.327804	0.17514	0.0629089	0.401983	0.0200988	45.60005	0.189143	0.332526	0.310271	0.16806	45.60005	0.7846465
2730	-2005.23	-1976.7	-28.5319	0.2948883	0.0001758111	0.1626836	0.4483212	0.1322047	0.00465446	0.361913	0.153356	0.0355958	0.431884	0.0125966	47.56254	0.183024	0.335475	0.303266	0.178236	47.56254	0.5516788
2740	-2007.69	-1980.57	-27.1285	0.4511509	0.0002354209	0.2092264	0.5362386	0.2419245	0.018772	0.272634	0.181087	0.0339368	0.488178	0.00539236	48.66639	0.212256	0.320519	0.315648	0.151576	48.66639	0.4637614
2750	-2009.67	-1980.36	-29.3133	1.006112	0.0001947006	0.8731917	0.1321126	0.13292	0.0326907	0.326705	0.182573	0.0226249	0.418949	0.0164577	50.06855	0.195289	0.332604	0.321307	0.150799	50.06855	0.8678874
2760	-2012.2	-1985.45	-26.7499	1.402201	0.0001993074	1.272581	0.09244063	0.1296203	0.0273243	0.381702	0.0880255	0.0758925	0.408508	0.0185482	49.60532	0.195525	0.324634	0.34047	0.139371	49.60532	0.9075594
2770	-2009.3	-1981.46	-27.8348	1.855507	0.0001758691	1.701652	0.08291776	0.1538545	0.0167408	0.284959	0.0815614	0.0112823	0.58987	0.0155859	50.26765	0.191888	0.332806	0.328125	0.147181	50.26765	0.9170822
2780	-2009.9	-1979.72	-30.1795	0.1320786	0.0001743697	0.1017125	0.2299091	0.03036607	0.0124691	0.343007	0.13435	0.0262762	0.4752	0.00869725	46.37431	0.192909	0.324202	0.30838	0.174509	46.37431	0.7700909
2790	-2013.92	-1982.48	-31.4363	0.2266624	0.0001767365	0.08814992	0.611096	0.1385125	0.0186685	0.369232	0.257844	0.0374596	0.309581	0.00721487	51.82029	0.174991	0.355911	0.319625	0.149473	51.82029	0.388904
2800	-2009.36	-1979.5	-29.8589	0.3373264	0.0001729223	0.1763304	0.4772706	0.160996	0.0228946	0.265405	0.279809	0.0281043	0.379663	0.024125	52.41322	0.202233	0.317259	0.305918	0.17459	52.41322	0.5227294
2810	-2019.06	-1986.21	-32.8428	0.2526259	0.0001677464	0.09472809	0.6250262	0.1578978	0.0700851	0.250699	0.177499	0.00508247	0.459929	0.0367062	42.88229	0.169562	0.337697	0.33298	0.159761	42.88229	0.3749738
2820	-2005.93	-1977.95	-27.988	1.246608	0.0002067874	1.038198	0.1671811	0.2084092	0.051281	0.362451	0.158115	0.0174924	0.398423	0.0122379	46.53267	0.18063	0.326784	0.323883	0.168703	46.53267	0.8328189
2830	-2009.56	-1980.12	-29.4434	0.2167811	0.0001511795	0.05076401	0.7658282	0.1660171	0.0830653	0.331831	0.146386	0.0552145	0.368866	0.0146373	49.83578	0.175837	0.346675	0.309124	0.168364	49.83578	0.2341718
2840	-2008.87	-1980.62	-28.2498	0.5772408	0.0001664684	0.4333173	0.2493302	0.1439236	0.00736603	0.299026	0.131532	0.0214649	0.5253	0.0153098	50.54677	0.196197	0.287216	0.321642	0.194945	50.54677	0.7506698
2850	-2008.22	-1978.28	-29.9469	0.1772643	0.0001306349	0.03607076	0.7965143	0.1411936	0.00755218	0.27402	0.10192	0.0503306	0.538576	0.0276013	49.82693	0.183221	0.335811	0.320295	0.160673	49.82693	0.2034857
2860	-2009.19	-1980.35	-28.848	0.2214645	0.0001734283	0.03168403	0.8569341	0.1897805	0.00583807	0.455426	0.0899154	0.0669771	0.347639	0.0342049	47.78617	0.194641	0.337784	0.291146	0.176428	47.78617	0.1430659
2870	-2012.74	-1982.15	-30.5978	0.07789582	0.0001157344	0.0533908	0.3145871	0.02450502	0.0646489	0.370868	0.168708	0.0296385	0.363359	0.00277761	47.473	0.201413	0.328754	0.296592	0.173241	47.473	0.6854129
2880	-2007.99	-1981.72	-26.2639	0.4061641	0.0002179081	0.1426648	0.6487509	0.2634993	0.0290642	0.317772	0.237856	0.109254	0.301908	0.00414527	49.82834	0.176996	0.333729	0.305292	0.183982	49.82834	0.3512491
2890	-2007.49	-1979.03	-28.4533	0.2494013	0.0001788141	0.1341409	0.4621484	0.1152604	0.0238238	0.279758	0.179595	0.0752301	0.426143	0.0154502	48.33617	0.186747	0.312058	0.313617	0.187578	48.33617	0.5378516
2900	-2011.59	-1980.29	-31.2966	0.1534319	0.0001855778	0.06145818	0.5994433	0.09197374	0.00743902	0.211943	0.173381	0.0632524	0.514046	0.0299384	50.75498	0.181259	0.333671	0.323468	0.161601	50.75498	0.4005567
2910	-2004.96	-1976.7	-28.2627	0.3353803	0.0001592872	0.1469861	0.5617331	0.1883942	0.00742822	0.430001	0.154854	0.0464147	0.344437	0.0168645	45.87248	0.181734	0.326877	0.310816	0.180573	45.87248	0.4382669
2920	-2008.74	-1980.75	-27.9866	0.3669539	0.0001951462	0.2466081	0.327959	0.1203458	0.0117752	0.356014	0.143254	0.0846436	0.384838	0.0194749	47.92704	0.192372	0.327821	0.323211	0.156597	47.92704	0.672041
2930	-2011.09	-1982.42	-28.6641	0.8443472	0.0002030921	0.7416048	0.1216826	0.1027424	0.00954225	0.471399	0.129355	0.0376203	0.311861	0.0402223	50.65665	0.187042	0.339745	0.315656	0.157557	50.65665	0.8783174
2940	-2013.04	-1982.49	-30.5534	0.2128583	0.0001334743	0.09439801	0.5565218	0.1184603	0.0200872	0.267686	0.200893	0.0213143	0.439578	0.0504408	51.4246	0.18182	0.301648	0.340597	0.175936	51.4246	0.4434782
2950	-2006.49	-1977.15	-29.3339	0.1863174	0.0001455107	0.07248308	0.61097	0.1138344	0.0247528	0.347153	0.190974	0.0613364	0.363628	0.0121561	47.4284	0.179328	0.332017	0.310288	0.178367	47.4284	0.38903
2960	-2016.52	-1988.02	-28.501	0.4160522	0.0002457842	0.3304245	0.2058101	0.08562775	0.0485619	0.357484	0.156347	0.0561488	0.322978	0.0584808	45.22351	0.187704	0.322843	0.318011	0.171442	45.22351	0.7941899
2970	-2008.09	-1980.15	-27.9394	0.5062656	0.0001886547	0.3324703	0.3432888	0.1737953	0.0503952	0.307568	0.196207	0.0560548	0.371094	0.0186808	49.60873	0.204628	0.31926	0.310226	0.165887	49.60873	0.6567112
2980	-2005.33	-1977.64	-27.684	0.4049138	0.0001879668	0.1312861	0.6757678	0.2736277	0.0133158	0.270284	0.158489	0.0259866	0.516993	0.0149324	47.81297	0.196955	0.307441	0.323355	0.172249	47.81297	0.3242322
2990	-2007.04	-1980.5	-26.5344	0.5013014	0.000185826	0.2930348	0.4154517	0.2082665	0.0208894	0.253767	0.186757	0.0302433	0.444172	0.0641712	46.88684	0.184079	0.334979	0.294741	0.186201	46.88684	0.5845483
3000	-2009.79	-1978.56	-31.2344	0.8161134	0.0001238016	0.6145698	0.2469555	0.2015437	0.00146331	0.325255	0.203812	0.0329969	0.409424	0.0270478	47.79269	0.189742	0.307919	0.320004	0.182335	47.79269	0.7530445
3010	-2007.96	-1980.69	-27.2758	0.3100462	0.0001867268	0.1366309	0.5593207	0.1734152	0.00338784	0.24478	0.173735	0.0151922	0.544194	0.0187113	49.30395	0.186703	0.32651	0.320891	0.165896	49.30395	0.4406793
3020	-2010.63	-1981.36	-29.2638	0.4270409	0.0001487352	0.2373897	0.4441054	0.1896511	0.00948399	0.359599	0.206893	0.0459197	0.362189	0.0159147	48.82498	0.187496	0.334075	0.313628	0.164801	48.82498	0.5558946
3030	-2012.76	-1983.4	-29.3584	0.5154507	0.0002226537	0.3375509	0.3451345	0.1778998	0.00833457	0.376805	0.0310323	0.0174554	0.50848	0.057892	47.7711	0.186989	0.328235	0.31517	0.169606	47.7711	0.6548655
3040	-2009.41	-1980.54	-28.8681	0.3586095	0.0001835554	0.2393395	0.3325904	0.1192701	0.0077751	0.289527	0.0899535	0.0427827	0.529395	0.0405665	48.60117	0.179682	0.317354	0.33998	0.162984	48.60117	0.6674096
3050	-2010.39	-1984.64	-25.7494	0.6435256	0.0001918483	0.4363163	0.3219907	0.2072093	0.0145598	0.426071	0.0710839	0.0629596	0.318681	0.106644	48.15639	0.188503	0.329531	0.316156	0.16581	48.15639	0.6780093
3060	-2009.59	-1982.78	-26.8139	0.8940379	0.0002296588	0.703158	0.2135032	0.1908799	0.00890296	0.288602	0.093205	0.0449956	0.452678	0.111616	52.20889	0.174968	0.337206	0.322125	0.1657	52.20889	0.7864968
3070	-2010.17	-1981.14	-29.0273	0.3969631	0.0001756069	0.2850565	0.2819069	0.1119066	0.0415979	0.339925	0.0757954	0.0435572	0.445113	0.0540124	48.29565	0.184966	0.32153	0.318082	0.175421	48.29565	0.7180931
3080	-2011.84	-1981.94	-29.901	0.1807885	0.0001739964	0.03450621	0.8091349	0.1462822	0.0127167	0.284662	0.0875038	0.0410268	0.512716	0.0613748	45.57146	0.197578	0.306079	0.318527	0.177816	45.57146	0.1908651
3090	-2014.98	-1985.62	-29.363	0.3337922	0.0002308065	0.2770512	0.169989	0.056741	0.013221	0.227333	0.190323	0.0622171	0.449773	0.0571328	47.72736	0.180235	0.323509	0.322768	0.173488	47.72736	0.830011
3100	-2006.87	-1979.02	-27.8556	0.3093514	0.0002149994	0.08624099	0.72122	0.2231104	0.00488789	0.440966	0.0849056	0.0625517	0.383843	0.0228462	45.76148	0.185425	0.33112	0.299721	0.183735	45.76148	0.27878
3110	-2015.7	-1988.63	-27.0622	2.635743	0.0003226863	2.469251	0.063167	0.166492	0.0134122	0.22734	0.145073	0.106878	0.463407	0.0438887	47.05415	0.193914	0.296693	0.336433	0.17296	47.05415	0.936833
3120	-2013.23	-1983.12	-30.1132	0.3288184	0.0001706456	0.2173137	0.3391072	0.1115047	0.0217414	0.309508	0.182732	0.0984104	0.332327	0.0552816	49.77547	0.185581	0.324513	0.323692	0.166213	49.77547	0.6608928
3130	-2009.37	-1981.86	-27.5074	0.8973721	0.0001924848	0.7770441	0.1340893	0.120328	0.0677619	0.322994	0.177002	0.110283	0.313125	0.00883318	49.04736	0.17448	0.320063	0.332609	0.172847	49.04736	0.8659107
3140	-2004.85	-1977.78	-27.0673	0.6607122	0.000212381	0.561866	0.1496056	0.09884626	0.0560457	0.432468	0.0884053	0.0493397	0.364663	0.00907808	47.68903	0.179482	0.325793	0.317019	0.177707	47.68903	0.8503944
3150	-2011.84	-1982.4	-29.446	0.2148203	0.0001609411	0.1047292	0.5124797	0.110091	0.0442593	0.309346	0.124266	0.0286705	0.369191	0.124267	50.08347	0.196875	0.324388	0.303212	0.175526	50.08347	0.4875203
3160	-2012.2	-1982.66	-29.5397	0.4350067	0.0002028712	0.1708813	0.6071754	0.2641253	0.0305716	0.452133	0.159657	0.0840141	0.211997	0.0616275	46.67722	0.171763	0.329655	0.320211	0.17837	46.67722	0.3928246
3170	-2018.06	-1987.15	-30.9083	0.3741484	0.0001513434	0.1458955	0.6100599	0.2282529	0.0283143	0.418748	0.0582772	0.171525	0.25387	0.0692656	50.50083	0.196693	0.315446	0.313529	0.174332	50.50083	0.3899401
3180	-2013.13	-1982.32	-30.8033	0.2390008	0.0001043217	0.1132168	0.5262909	0.125784	0.00534904	0.297041	0.120925	0.0871358	0.476669	0.0128798	48.98089	0.188381	0.333772	0.313229	0.164618	48.98089	0.4737091
3190	-2009.18	-1979.49	-29.6929	0.1713588	0.0001811318	0.0745191	0.5651284	0.09683974	0.0164898	0.313833	0.0588283	0.089569	0.508851	0.0124292	49.78862	0.199765	0.329899	0.300062	0.170275	49.78862	0.4348716
3200	-2017.19	-1987.55	-29.6338	0.4422868	0.0001817837	0.2869252	0.351269	0.1553617	0.00420708	0.426669	0.141214	0.121773	0.303985	0.00215127	51.04775	0.160199	0.356198	0.309008	0.174595	51.04775	0.648731
3210	-2007.64	-1977.81	-29.8283	0.646803	0.0001754056	0.4098843	0.366292	0.2369188	0.0244189	0.305066	0.0496913	0.072926	0.544505	0.00339296	53.14335	0.192689	0.332947	0.30253	0.171834	53.14335	0.633708
3220	-2012.33	-1984.28	-28.0567	0.3329645	0.000180503	0.09364522	0.7187531	0.2393193	0.0445675	0.556783	0.162556	0.0120812	0.215533	0.00847975	49.0847	0.187245	0.340132	0.301278	0.171345	49.0847	0.2812469
3230	-2008.08	-1980.92	-27.1639	0.4584753	0.0002175822	0.2986106	0.3486877	0.1598647	0.0558141	0.358058	0.254086	0.0634703	0.26259	0.00598173	47.84556	0.175646	0.330027	0.324831	0.169496	47.84556	0.6513123
3240	-2005.1	-1977.06	-28.0457	0.6495976	0.0001757442	0.4971567	0.2346696	0.1524408	0.0178656	0.306329	0.182275	0.0328414	0.457924	0.00276462	49.37842	0.177113	0.314135	0.330195	0.178557	49.37842	0.7653304
3250	-2007.3	-1978.09	-29.2098	0.234232	0.0001328674	0.04049486	0.8271165	0.1937372	0.0275084	0.377945	0.107171	0.0388976	0.435845	0.0126325	47.78656	0.190496	0.329441	0.319097	0.160966	47.78656	0.1728835
3260	-2008.82	-1982.23	-26.5966	0.9443302	0.0002205105	0.7559756	0.1994584	0.1883546	0.0198987	0.494082	0.113229	0.00636828	0.339825	0.0265962	45.10381	0.194375	0.332776	0.307373	0.165476	45.10381	0.8005416
3270	-2013.38	-1986.3	-27.0752	0.6207783	0.0001727428	0.3865498	0.3773142	0.2342285	0.0185934	0.503804	0.234819	0.0232031	0.192461	0.0271195	47.03193	0.185365	0.351142	0.284987	0.178505	47.03193	0.6226858
3280	-2007.8	-1980.5	-27.3033	0.8113244	0.0001841272	0.5749974	0.2912855	0.236327	0.000527934	0.451822	0.167431	0.0412014	0.326615	0.0124022	48.21321	0.192836	0.330268	0.282129	0.194767	48.21321	0.7087145
3290	-2010.02	-1980.75	-29.2713	0.2895158	0.0001265703	0.1176456	0.5936471	0.1718702	0.037363	0.393432	0.0907002	0.0667181	0.386371	0.0254164	50.30553	0.1859	0.321022	0.330548	0.162529	50.30553	0.4063529
3300	-2009.76	-1980.18	-29.576	0.20839	0.0002079796	0.01834192	0.9119827	0.1900481	0.0203995	0.261252	0.111149	0.0924137	0.477856	0.0369297	46.54458	0.184604	0.3226	0.312999	0.179797	46.54458	0.08801728
3310	-2012.36	-1981.07	-31.2852	0.3151629	0.0002072938	0.1405721	0.5539702	0.1745909	0.0153428	0.300033	0.267824	0.0148673	0.365428	0.0365058	43.29318	0.177668	0.300051	0.331698	0.190583	43.29318	0.4460298
3320	-2013	-1982.72	-30.2816	0.1626199	0.0001685578	0.06918788	0.5745424	0.09343203	0.0453301	0.33878	0.0794136	0.0335968	0.469476	0.0334035	47.22282	0.186431	0.327636	0.331706	0.154227	47.22282	0.4254576
3330	-2022.42	-1990.61	-31.8036	0.2342124	0.0001216845	0.1661937	0.2904144	0.06801864	0.0377346	0.313133	0.102821	0.0276054	0.455441	0.0632651	53.56103	0.208142	0.307033	0.305822	0.179003	53.56103	0.7095856
3340	-2014.68	-1983.81	-30.8675	0.12685	0.0001351747	0.05545461	0.5628332	0.07139538	0.0149904	0.323125	0.157744	0.0309067	0.350389	0.122844	47.66772	0.177031	0.34105	0.310851	0.171068	47.66772	0.4371668
3350	-2014.48	-1982.99	-31.4868	0.214536	0.0001919603	0.1934713	0.09818724	0.02106469	0.0163927	0.353353	0.172501	0.101698	0.313007	0.0430485	52.70434	0.185648	0.31711	0.32076	0.176481	52.70434	0.9018128
