Iteration	Posterior	Likelihood	Prior	birth_rate	clock_rate	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	root_time	sf[1]	sf[2]	sf[3]	sf[4]	tmrca_Ursidae	turnover
3360	-2010.07	-1980.12	-29.9465	0.2634617	0.0001832622	0.1231951	0.5323984	0.1402666	0.0169326	0.315707	0.156841	0.0924904	0.385151	0.0328775	48.0248	0.186552	0.333379	0.31631	0.163759	48.0248	0.4676016
3370	-2008.99	-1979.5	-29.4946	0.5307681	0.0001712937	0.350096	0.3403975	0.1806721	0.00741608	0.316078	0.126882	0.0533346	0.464187	0.032103	45.0725	0.180217	0.309866	0.347189	0.162728	45.0725	0.6596025
3380	-2012.36	-1980.28	-32.0792	0.09901444	0.0001168553	0.009447418	0.9045854	0.08956702	0.00737175	0.318359	0.115311	0.0324289	0.491313	0.0352161	45.19513	0.193903	0.313603	0.324911	0.167583	45.19513	0.09541455
3390	-2007.47	-1978.34	-29.1269	0.2452812	0.0001368845	0.05779717	0.7643637	0.1874841	0.00870777	0.316433	0.0794826	0.031353	0.552564	0.0114599	49.17604	0.208067	0.312001	0.321893	0.158039	49.17604	0.2356363
3400	-2012.32	-1980.95	-31.3743	0.2347402	0.0001391428	0.1374041	0.4146547	0.09733614	0.0370515	0.306696	0.109578	0.0299851	0.464485	0.0522048	53.12365	0.185536	0.318215	0.309625	0.186624	53.12365	0.5853453
3410	-2011.37	-1981.72	-29.6465	0.346039	0.0001625307	0.2411763	0.3030371	0.1048627	0.0173694	0.313171	0.307826	0.0247512	0.29666	0.0402226	47.42101	0.197593	0.32099	0.313971	0.167447	47.42101	0.6969629
3420	-2008.51	-1978.33	-30.1851	0.4165239	0.0001586132	0.1885346	0.5473617	0.2279892	0.0104492	0.29702	0.274866	0.0297795	0.359233	0.0286521	49.09332	0.191438	0.315918	0.319897	0.172748	49.09332	0.4526383
3430	-2012.54	-1979.99	-32.5573	0.3251226	0.0001472455	0.1361741	0.5811607	0.1889485	0.0152358	0.314871	0.262828	0.0631967	0.3435	0.000368031	49.44219	0.183645	0.317503	0.322807	0.176046	49.44219	0.4188393
3440	-2008.37	-1979.41	-28.9673	0.3780385	0.0002304361	0.2018469	0.466068	0.1761916	0.00486804	0.421736	0.141306	0.0375566	0.390501	0.00403156	52.76166	0.174728	0.336001	0.307701	0.18157	52.76166	0.533932
3450	-2009.43	-1979.01	-30.4219	0.3912744	0.0001300922	0.217657	0.4437228	0.1736174	0.00603812	0.238406	0.205999	0.0556321	0.480485	0.0134391	50.31749	0.192757	0.327048	0.321575	0.15862	50.31749	0.5562772
3460	-2008.57	-1980.63	-27.9464	0.4881447	0.0002101922	0.2620747	0.4631209	0.22607	0.0119609	0.317424	0.11535	0.0169043	0.523019	0.0153417	47.75856	0.173398	0.343386	0.315511	0.167704	47.75856	0.5368791
3470	-2011.78	-1981.43	-30.3498	0.1593331	0.000207757	0.09045052	0.4323179	0.06888254	0.0567413	0.457681	0.0808271	0.0637261	0.331556	0.00946828	48.79967	0.189828	0.307717	0.319759	0.182696	48.79967	0.5676821
3480	-2009.93	-1981.16	-28.7722	0.3500828	0.0001883772	0.2557634	0.2694203	0.09431942	0.0204789	0.279607	0.244758	0.0808952	0.354848	0.0194135	47.16921	0.183374	0.325327	0.326442	0.164857	47.16921	0.7305797
3490	-2008.75	-1979.53	-29.2165	0.3681458	0.000173282	0.3121952	0.1519795	0.05595062	0.0248468	0.358394	0.173789	0.0271646	0.387704	0.0281015	47.49239	0.201915	0.325274	0.29008	0.182731	47.49239	0.8480205
3500	-2010.14	-1982.53	-27.6121	0.3438873	0.0002091608	0.1145108	0.6670108	0.2293766	0.0106209	0.332999	0.0730628	0.104209	0.458795	0.0203129	48.2778	0.176977	0.34394	0.320812	0.158271	48.2778	0.3329892
3510	-2011.48	-1982.79	-28.699	0.4283795	0.000114686	0.2716408	0.3658876	0.1567388	0.00939628	0.351763	0.126933	0.125278	0.355633	0.0309966	50.85595	0.203962	0.322985	0.312313	0.160741	50.85595	0.6341124
3520	-2011.26	-1980.63	-30.6283	0.030207	0.0001678645	0.02172724	0.2807217	0.008479761	0.0131256	0.299344	0.10942	0.0398204	0.523336	0.0149541	44.96089	0.187144	0.32785	0.340431	0.144575	44.96089	0.7192783
3530	-2011.11	-1981.37	-29.7374	0.00238759	0.0001236314	0.001232291	0.4838766	0.001155299	0.00119461	0.341662	0.193137	0.0422792	0.413092	0.00863498	46.9435	0.194225	0.333885	0.328022	0.143868	46.9435	0.5161234
3540	-2012.97	-1983.13	-29.8319	0.000805093	0.0001224765	0.0005120588	0.3639755	0.0002930341	0.00442204	0.39137	0.23041	0.0278003	0.313888	0.0321103	46.64489	0.176676	0.367739	0.293719	0.161865	46.64489	0.6360245
3550	-2016.54	-1984.08	-32.4633	0.03143799	0.0001227741	0.007485911	0.7618833	0.02395208	0.00088536	0.311909	0.206418	0.059578	0.405045	0.016164	53.12561	0.181952	0.327041	0.320379	0.170628	53.12561	0.2381167
3560	-2014.76	-1983.77	-30.9924	0.2354147	0.0001326318	0.08088392	0.6564194	0.1545308	0.000878633	0.325114	0.200299	0.0220083	0.407393	0.0443073	56.45742	0.197632	0.321197	0.310592	0.170579	56.45742	0.3435806
3570	-2007.98	-1979.57	-28.4018	0.2329075	0.0001717586	0.06234726	0.7323089	0.1705602	0.00530385	0.507013	0.141489	0.0375764	0.298025	0.0105925	46.80576	0.16817	0.316442	0.334711	0.180677	46.80576	0.2676911
3580	-2006.52	-1978.48	-28.0434	2.159115	0.0002677283	2.004919	0.07141638	0.1541962	0.0296245	0.38898	0.128348	0.0231364	0.420282	0.00962899	45.76957	0.171259	0.332026	0.315592	0.181123	45.76957	0.9285836
3590	-2009.57	-1981.11	-28.4654	0.3358914	0.0002092824	0.2233766	0.3349738	0.1125148	0.0196177	0.388698	0.166915	0.0210753	0.395116	0.00857761	50.50023	0.180685	0.326835	0.307694	0.184787	50.50023	0.6650262
3600	-2014.79	-1987.84	-26.9421	0.2697107	0.0002203981	0.07943914	0.7054654	0.1902715	0.0155298	0.323254	0.163437	0.039551	0.416993	0.0412355	49.07448	0.207743	0.326417	0.301224	0.164616	49.07448	0.2945346
3610	-2017.54	-1986.61	-30.9321	0.2126439	0.0002338318	0.0805787	0.6210627	0.1320652	0.00578846	0.258911	0.104464	0.0748773	0.502712	0.0532464	49.75822	0.184099	0.319382	0.313732	0.182787	49.75822	0.3789373
3620	-2014.15	-1986.95	-27.2009	0.7042742	0.0001835743	0.5656674	0.196808	0.1386068	0.0272305	0.315027	0.15895	0.181306	0.273893	0.0435934	50.77533	0.194278	0.32322	0.299641	0.182861	50.77533	0.803192
3630	-2009.39	-1979.33	-30.055	0.3870188	0.0001245551	0.3012694	0.2215639	0.0857494	0.0343397	0.355659	0.121007	0.0630523	0.403534	0.0224073	46.93676	0.188018	0.324758	0.317954	0.169271	46.93676	0.7784361
3640	-2009.09	-1980.41	-28.6877	0.7688956	0.0001949871	0.59472	0.2265269	0.1741756	0.0165126	0.453768	0.116593	0.0143147	0.388956	0.00985596	52.09295	0.185695	0.303373	0.320811	0.190122	52.09295	0.7734731
3650	-2009.75	-1980.46	-29.2921	0.2229817	0.0002260146	0.06456946	0.710427	0.1584122	0.0123322	0.275622	0.0875686	0.0624468	0.556961	0.00506921	47.68193	0.183862	0.339717	0.294232	0.182189	47.68193	0.289573
3660	-2014.7	-1984.65	-30.0468	0.1904678	0.0002040178	0.1245419	0.3461262	0.06592589	0.00430853	0.308035	0.246254	0.0190361	0.394038	0.0283292	49.33195	0.183231	0.33099	0.305211	0.180568	49.33195	0.6538738
3670	-2010.67	-1977.37	-33.2976	0.2202678	0.0001324939	0.09630992	0.5627599	0.1239579	0.00480257	0.449862	0.0603627	0.0645319	0.412878	0.00756371	55.28803	0.187694	0.3089	0.326173	0.177233	55.28803	0.4372401
3680	-2012.08	-1981.15	-30.9289	0.231685	0.0001624049	0.1817251	0.2156372	0.04995991	0.00742539	0.352825	0.107625	0.0353559	0.46388	0.0328889	51.2684	0.180904	0.312237	0.333245	0.173614	51.2684	0.7843628
3690	-2020.83	-1986.56	-34.2642	0.4357807	0.0001096393	0.3419476	0.2153217	0.09383304	0.0151935	0.211822	0.175882	0.0300281	0.530582	0.0364928	53.16162	0.186072	0.347741	0.314276	0.151911	53.16162	0.7846783
3700	-2009.33	-1978.56	-30.7716	0.2170697	0.0001472668	0.0302405	0.8606876	0.1868292	0.0152392	0.30553	0.177679	0.033477	0.413689	0.0543858	47.44652	0.1951	0.3367	0.305076	0.163123	47.44652	0.1393124
3710	-2014.85	-1985.31	-29.5466	0.4738287	0.000200508	0.3100806	0.345585	0.1637481	0.0392701	0.309952	0.13502	0.0411784	0.469004	0.00557447	49.77657	0.170872	0.33083	0.299835	0.198463	49.77657	0.654415
3720	-2010.14	-1979.37	-30.7627	0.2022484	0.000143132	0.02505899	0.8760979	0.1771894	0.0236995	0.386195	0.107558	0.0750691	0.385609	0.0218694	46.08206	0.200561	0.314371	0.325206	0.159862	46.08206	0.1239021
3730	-2008.3	-1980.01	-28.2898	0.5580885	0.0001633708	0.4378168	0.2155065	0.1202717	0.0126925	0.238785	0.159403	0.0691812	0.514846	0.00509288	48.82364	0.182934	0.332128	0.302859	0.182079	48.82364	0.7844935
3740	-2006.55	-1977.82	-28.7285	0.3509305	0.0001712511	0.2537426	0.2769434	0.09718787	0.0153463	0.437453	0.108	0.0673135	0.331216	0.0406721	46.57465	0.179087	0.333261	0.30607	0.181582	46.57465	0.7230566
3750	-2004.97	-1976.17	-28.7964	0.3349842	0.0001721317	0.1791537	0.4651877	0.1558305	0.00382927	0.339405	0.0919935	0.0541324	0.473848	0.0367917	46.5373	0.183765	0.333675	0.310039	0.172521	46.5373	0.5348123
3760	-2012.96	-1982.7	-30.2598	0.4825951	0.0001421624	0.3672685	0.2389717	0.1153266	0.0303925	0.271989	0.253282	0.0640942	0.335795	0.0444473	49.92827	0.172526	0.335219	0.304626	0.187629	49.92827	0.7610283
3770	-2009.93	-1980.94	-28.9907	0.6226622	0.0001558819	0.4563469	0.2671036	0.1663153	0.0381549	0.323717	0.129567	0.012196	0.455085	0.0412797	52.87766	0.190097	0.330389	0.294557	0.184957	52.87766	0.7328964
3780	-2009.34	-1981.63	-27.7057	0.316661	0.0002095893	0.02676875	0.9154656	0.2898923	0.0160153	0.347159	0.112936	0.0687654	0.426593	0.0285307	47.77967	0.198024	0.317791	0.287057	0.197127	47.77967	0.08453441
3790	-2009.55	-1980.3	-29.2467	0.2506745	0.0001165431	0.1400848	0.4411686	0.1105897	0.00679048	0.365696	0.0895984	0.10264	0.415813	0.0194627	48.97967	0.185461	0.331581	0.298308	0.18465	48.97967	0.5588314
3800	-2011.26	-1978.79	-32.4771	0.09872106	0.000170625	0.07661038	0.2239713	0.02211068	0.00460946	0.298599	0.0942073	0.111064	0.476084	0.0154365	43.45594	0.192321	0.32726	0.308341	0.172077	43.45594	0.7760287
3810	-2013.43	-1984.41	-29.0157	0.4548633	0.0001740384	0.2817948	0.3804846	0.1730685	0.00264432	0.304847	0.224167	0.0684495	0.312886	0.0870059	48.83366	0.185739	0.316926	0.342498	0.154836	48.83366	0.6195154
3820	-2007.18	-1977.63	-29.5522	0.1869203	0.0001639981	0.01174796	0.9371499	0.1751723	0.00375671	0.324657	0.0841193	0.048933	0.489727	0.0488066	49.31546	0.19084	0.314397	0.310897	0.183866	49.31546	0.0628501
3830	-2014.76	-1982.69	-32.0674	0.1823882	0.0001219372	0.08842428	0.5151865	0.09396394	0.00904386	0.199567	0.0998169	0.077202	0.559904	0.0544656	53.84262	0.192168	0.333488	0.302526	0.171818	53.84262	0.4848135
3840	-2007.04	-1978.02	-29.0195	0.3155049	0.0002243434	0.06776846	0.7852063	0.2477365	0.0174203	0.358756	0.166576	0.0563871	0.377046	0.023815	51.29374	0.190126	0.322361	0.301299	0.186214	51.29374	0.2147937
3850	-2010.1	-1982.57	-27.5221	0.2386812	0.0002177496	0.07621075	0.6807007	0.1624705	0.0548256	0.290017	0.17503	0.0688587	0.396483	0.0147865	49.53463	0.18436	0.317696	0.331468	0.166476	49.53463	0.3192993
3860	-2008.18	-1979.01	-29.1722	0.2394631	0.0001850137	0.04775833	0.8005608	0.1917048	0.011697	0.466957	0.143457	0.0518225	0.319789	0.00627696	51.94993	0.173036	0.31802	0.316314	0.19263	51.94993	0.1994392
3870	-2008.66	-1980.98	-27.68	0.4058121	0.0001467334	0.2322531	0.4276832	0.173559	0.00523098	0.415454	0.127635	0.0378181	0.406123	0.00773967	50.34548	0.206506	0.340421	0.303333	0.14974	50.34548	0.5723168
3880	-2008.98	-1982.6	-26.3808	0.2990626	0.0001708816	0.1138685	0.6192486	0.1851941	0.00457813	0.415468	0.117346	0.0336676	0.41255	0.0163904	47.45794	0.189386	0.33682	0.327697	0.146097	47.45794	0.3807514
3890	-2010.47	-1980.85	-29.6256	0.376364	0.0002347413	0.06791297	0.8195551	0.308451	0.0106374	0.284635	0.112626	0.042887	0.540922	0.00829182	49.66667	0.193407	0.303613	0.326749	0.176231	49.66667	0.1804449
3900	-2010.82	-1981.49	-29.3315	0.3525949	0.000175629	0.2452758	0.3043693	0.1073191	0.0240593	0.277196	0.0882246	0.0810231	0.521986	0.00751081	45.98536	0.173876	0.316625	0.33047	0.179029	45.98536	0.6956307
3910	-2018.01	-1987.64	-30.3767	0.2722302	0.0001436694	0.1887974	0.3064788	0.08343278	0.050974	0.461278	0.0296945	0.0665817	0.370677	0.0207952	48.28667	0.199957	0.329806	0.298006	0.17223	48.28667	0.6935212
3920	-2014.81	-1983.52	-31.292	0.1682086	0.0001948585	0.06953629	0.5866068	0.09867231	0.087581	0.348056	0.197585	0.0377435	0.279694	0.0493411	44.01122	0.194833	0.332178	0.294806	0.178182	44.01122	0.4133932
3930	-2014.52	-1983.25	-31.2746	0.1342978	0.0001280121	0.04071588	0.696824	0.09358195	0.0157767	0.367334	0.103699	0.0391612	0.448648	0.0253811	49.31601	0.180235	0.331994	0.312801	0.174969	49.31601	0.303176
3940	-2011.53	-1983.85	-27.6754	0.3302421	0.0002532629	0.1183144	0.6417345	0.2119278	0.081147	0.36522	0.146249	0.00567466	0.38988	0.0118308	46.28075	0.19429	0.310539	0.308319	0.186851	46.28075	0.3582655
3950	-2017.36	-1986.56	-30.8002	0.6282598	0.0001432279	0.3734393	0.4055974	0.2548205	0.0654187	0.294431	0.075388	0.00325461	0.55285	0.0086576	48.32432	0.194115	0.341923	0.288184	0.175778	48.32432	0.5944026
3960	-2008.42	-1977.98	-30.4409	0.1441157	0.0001302399	0.02657521	0.8155981	0.1175404	0.0124908	0.386409	0.0808251	0.0600239	0.451071	0.00918019	50.03814	0.19107	0.33106	0.316059	0.161811	50.03814	0.1844019
3970	-2008.83	-1980.2	-28.6252	0.4016643	0.0001977653	0.207335	0.4838103	0.1943293	0.0153706	0.276647	0.159224	0.0292875	0.515507	0.00396326	52.28076	0.2184	0.302263	0.315559	0.163779	52.28076	0.5161897
3980	-2010.27	-1980.1	-30.168	0.2384858	0.0001436475	0.1145115	0.5198392	0.1239742	0.00175754	0.334096	0.119197	0.0223576	0.519173	0.00341909	51.96621	0.206679	0.322964	0.313536	0.156821	51.96621	0.4801608
3990	-2008.08	-1979.31	-28.7629	0.321247	0.0001459207	0.1288609	0.5988729	0.1923861	0.0187427	0.318793	0.113738	0.0385237	0.495393	0.0148104	51.94054	0.183603	0.337078	0.314873	0.164446	51.94054	0.4011271
4000	-2018.04	-1985.91	-32.1246	0.2622038	0.0001216758	0.05888014	0.7754413	0.2033236	0.0278686	0.328647	0.170388	0.0332091	0.432191	0.00769541	43.89623	0.170526	0.327112	0.339564	0.162798	43.89623	0.2245587
4010	-2009.32	-1980.17	-29.148	0.3770041	0.000149502	0.2336757	0.3801774	0.1433285	0.0256343	0.341585	0.0832365	0.0435669	0.5023	0.00367704	46.27454	0.194273	0.33918	0.303966	0.16258	46.27454	0.6198226
4020	-2009.63	-1981.49	-28.1373	0.6050511	0.0002059248	0.4219065	0.3026928	0.1831446	0.0317149	0.512853	0.127789	0.0777606	0.244354	0.00552787	50.47016	0.197292	0.328517	0.313711	0.16048	50.47016	0.6973072
4030	-2007.46	-1978.62	-28.8328	0.1901303	0.0001410002	0.06457583	0.6603601	0.1255545	0.0329243	0.352527	0.129292	0.0625204	0.41794	0.00479568	49.47478	0.179058	0.338554	0.322167	0.160221	49.47478	0.3396399
4040	-2014.58	-1984.42	-30.1572	0.02839785	0.0001118717	0.01875594	0.3395296	0.009641911	0.0456682	0.279057	0.136071	0.0922597	0.441996	0.00494811	47.16278	0.199011	0.289951	0.321234	0.189805	47.16278	0.6604704
4050	-2008.55	-1978.67	-29.8807	0.008117358	0.0001624287	0.006235632	0.2318151	0.001881726	0.0140838	0.343443	0.0926682	0.120064	0.427664	0.00207677	48.12007	0.18058	0.334517	0.317206	0.167697	48.12007	0.7681849
4060	-2011.22	-1982.38	-28.8425	0.5442264	0.0001397408	0.3649195	0.3294712	0.179307	0.0122387	0.401271	0.108801	0.138575	0.309386	0.0297271	46.91138	0.18205	0.307017	0.329628	0.181305	46.91138	0.6705288
4070	-2016.63	-1982.66	-33.9757	0.3170766	9.88277e-005	0.2049147	0.3537375	0.1121619	0.00121226	0.430552	0.127963	0.0811844	0.336116	0.0229713	54.39986	0.178321	0.336641	0.302171	0.182866	54.39986	0.6462625
4080	-2006.83	-1976.68	-30.1473	0.5076363	0.0001461452	0.3130415	0.383335	0.1945948	0.00289827	0.347621	0.112488	0.0629383	0.426	0.0480544	47.91976	0.183525	0.331001	0.308628	0.176846	47.91976	0.616665
4090	-2010.95	-1979.79	-31.1626	0.1600151	0.0001686017	0.02060432	0.8712351	0.1394107	0.00206776	0.334075	0.250831	0.0247662	0.366256	0.0220047	45.53208	0.191627	0.298981	0.327474	0.181919	45.53208	0.1287649
4100	-2005.77	-1976.18	-29.5953	0.3148256	0.0001834167	0.04497985	0.8571277	0.2698458	0.0146832	0.307443	0.110242	0.0443789	0.511754	0.0114984	48.50455	0.180937	0.323631	0.332935	0.162496	48.50455	0.1428723
4110	-2008.99	-1981.23	-27.7586	0.731428	0.0002110022	0.6046249	0.1733638	0.1268031	0.0441472	0.353984	0.240188	0.0555823	0.290498	0.015601	47.93549	0.196342	0.315182	0.320049	0.168426	47.93549	0.8266362
4120	-2014.1	-1988.36	-25.7325	0.434853	0.000228742	0.137613	0.6835413	0.29724	0.00198409	0.221507	0.133816	0.0947079	0.446718	0.101267	47.04549	0.187767	0.355814	0.278604	0.177815	47.04549	0.3164587
4130	-2009.51	-1977.61	-31.8968	0.4336701	0.0001523912	0.239686	0.4473081	0.1939842	0.00510706	0.405351	0.0925305	0.0289185	0.448667	0.0194257	54.79722	0.174573	0.347069	0.311648	0.16671	54.79722	0.5526919
4140	-2011.51	-1983.11	-28.4025	0.184272	0.0001759062	0.02791655	0.8485036	0.1563555	0.0120193	0.395079	0.0222377	0.0851081	0.468369	0.017187	47.22905	0.176952	0.323481	0.327443	0.172124	47.22905	0.1514964
4150	-2010	-1980.75	-29.2481	0.385248	0.0002208733	0.2513023	0.3476868	0.1339456	0.0226977	0.254706	0.146803	0.0680173	0.48869	0.0190861	49.4582	0.193522	0.316426	0.320625	0.169427	49.4582	0.6523132
4160	-2012.8	-1981.05	-31.7547	0.6843806	0.0001355611	0.5199849	0.2402109	0.1643957	0.0127962	0.300559	0.173841	0.0164518	0.435455	0.0608971	50.20803	0.192222	0.324182	0.326349	0.157247	50.20803	0.7597891
4170	-2012.66	-1982.17	-30.4845	0.2844122	0.0001249667	0.1580521	0.444285	0.1263601	0.00665754	0.438241	0.14629	0.0685248	0.323316	0.0169709	47.71906	0.165687	0.334544	0.326003	0.173766	47.71906	0.555715
4180	-2009.58	-1980.65	-28.9255	0.2796906	0.0001823077	0.05261248	0.8118904	0.2270781	0.0110937	0.425051	0.0898844	0.0602283	0.394054	0.0196889	46.53707	0.177215	0.328394	0.297823	0.196567	46.53707	0.1881096
4190	-2006.96	-1977.24	-29.7156	0.6208935	0.0001712392	0.4167408	0.3288047	0.2041527	0.0168061	0.394264	0.0650549	0.0531174	0.450664	0.0200941	47.11693	0.180156	0.338078	0.31879	0.162977	47.11693	0.6711953
4200	-2011.28	-1979.56	-31.7118	0.1734877	0.0002062977	0.00459622	0.9735069	0.1688915	0.0138017	0.25031	0.20478	0.0811052	0.424134	0.0258683	44.98367	0.189419	0.314399	0.329055	0.167127	44.98367	0.02649306
4210	-2010.86	-1981.52	-29.3367	0.3882352	0.0002230877	0.3145507	0.1897935	0.07368451	0.0127588	0.242665	0.232939	0.062557	0.40699	0.0420902	50.88163	0.202311	0.312775	0.327513	0.157402	50.88163	0.8102065
4220	-2010.52	-1980.91	-29.6093	0.4952825	0.0001542708	0.2935833	0.4072408	0.2016992	0.00212428	0.186961	0.131851	0.0231581	0.624432	0.0314739	45.73775	0.175259	0.330807	0.315337	0.178597	45.73775	0.5927592
4230	-2010.92	-1982.42	-28.4936	0.5523078	0.0002095951	0.4703156	0.1484538	0.08199221	0.00167864	0.273271	0.0905516	0.0529465	0.556682	0.0248712	48.42273	0.194341	0.301544	0.338087	0.166028	48.42273	0.8515462
4240	-2006.93	-1976.8	-30.125	0.2163459	0.0002020166	0.1023507	0.5269119	0.1139952	0.01204	0.406049	0.098485	0.0315725	0.424804	0.0270502	45.95835	0.184374	0.327322	0.325805	0.162498	45.95835	0.4730881
4250	-2007.9	-1978.89	-29.0098	0.2453146	0.0001928682	0.1115014	0.5454759	0.1338132	0.0298239	0.28244	0.179332	0.0316989	0.449945	0.0267601	46.86217	0.188482	0.334282	0.300305	0.17693	46.86217	0.4545241
4260	-2008.59	-1977.37	-31.2282	0.4192482	0.0001494024	0.2012063	0.5200783	0.2180419	0.0193556	0.355403	0.144317	0.0596935	0.391626	0.0296057	54.57796	0.186906	0.32114	0.309375	0.18258	54.57796	0.4799217
4270	-2013.97	-1983.72	-30.2505	0.1642965	0.0002033848	0.08762375	0.466673	0.07667273	0.023662	0.465659	0.101872	0.0233594	0.372276	0.0131724	49.71508	0.177189	0.361817	0.29285	0.168144	49.71508	0.533327
4280	-2013.02	-1981.13	-31.8856	0.2292292	0.000193844	0.03733198	0.8371412	0.1918972	0.0169553	0.445888	0.26056	0.0546981	0.210711	0.011188	44.13375	0.193341	0.315715	0.321308	0.169636	44.13375	0.1628588
4290	-2009.15	-1979.9	-29.2434	0.2269399	0.0001597876	0.1228254	0.4587757	0.1041145	0.039249	0.405226	0.114528	0.0781997	0.345576	0.0172211	49.37292	0.180462	0.32219	0.305489	0.191859	49.37292	0.5412243
4300	-2009.98	-1979.46	-30.5116	0.6753743	0.00014514	0.5580732	0.1736832	0.1173012	0.0421006	0.326675	0.0911388	0.0648851	0.446276	0.0289254	51.65267	0.18874	0.327582	0.310602	0.173076	51.65267	0.8263168
4310	-2011.39	-1980.72	-30.6703	0.4887518	0.0002191979	0.2679853	0.4516946	0.2207666	0.0147989	0.284404	0.0793456	0.0536196	0.544827	0.0230057	47.24914	0.195789	0.303316	0.334489	0.166405	47.24914	0.5483054
4320	-2009.19	-1982.88	-26.3112	0.3680815	0.0001612333	0.1481116	0.597612	0.2199699	0.00353339	0.289741	0.190233	0.0413629	0.443853	0.0312774	48.01227	0.198257	0.311924	0.333447	0.156373	48.01227	0.402388
4330	-2006.05	-1978.34	-27.7069	0.3055522	0.0002183938	0.06173569	0.7979537	0.2438165	0.00274057	0.360451	0.167177	0.0493054	0.400178	0.0201474	45.4012	0.179481	0.348205	0.309398	0.162915	45.4012	0.2020463
4340	-2007.4	-1978.78	-28.62	0.2984881	0.0001530254	0.1156534	0.6125358	0.1828346	0.00184977	0.335643	0.153194	0.0286511	0.467064	0.0135987	49.01352	0.189443	0.329129	0.329717	0.15171	49.01352	0.3874642
4350	-2009.03	-1982.6	-26.4351	1.123203	0.0002640087	1.008019	0.1025489	0.1151832	0.00269283	0.289302	0.391932	0.0283699	0.271695	0.0160084	46.27086	0.18181	0.343672	0.317528	0.15699	46.27086	0.8974511
4360	-2008.14	-1980.94	-27.1951	0.4343751	0.0002446823	0.2591825	0.4033211	0.1751927	0.0108209	0.256656	0.177377	0.0552163	0.446873	0.0530573	47.007	0.175596	0.329633	0.331181	0.16359	47.007	0.5966789
4370	-2012.08	-1983.73	-28.3491	0.4358515	0.0001384586	0.1791742	0.58891	0.2566773	0.0112765	0.289329	0.0890654	0.110853	0.465684	0.0337921	50.88302	0.181078	0.340183	0.309913	0.168826	50.88302	0.41109
4380	-2012.81	-1980.33	-32.4798	0.882667	0.0001769297	0.6045973	0.3150335	0.2780697	0.0215096	0.400241	0.173603	0.0134693	0.380984	0.0101934	50.02931	0.199394	0.302458	0.315452	0.182696	50.02931	0.6849665
4390	-2008.4	-1980.84	-27.5638	0.4644732	0.0002408475	0.3029649	0.3477237	0.1615083	0.0281814	0.281234	0.0739766	0.0264365	0.574461	0.0157106	46.99834	0.171438	0.330278	0.325429	0.172855	46.99834	0.6522763
4400	-2017.52	-1984.58	-32.9336	0.2633594	9.434606e-005	0.08011373	0.6958007	0.1832456	0.0546526	0.247304	0.105708	0.0112394	0.579376	0.00171972	51.45199	0.195951	0.315408	0.314413	0.174228	51.45199	0.3041993
4410	-2011.12	-1979.49	-31.626	0.2037467	0.0001627746	0.1949811	0.04302232	0.008765659	0.0205151	0.41602	0.126998	0.0276159	0.403625	0.00522607	50.99963	0.179544	0.32488	0.328484	0.167092	50.99963	0.9569777
4420	-2013.2	-1982.23	-30.9755	0.3781441	0.0001966561	0.141866	0.6248361	0.2362781	0.0232691	0.533175	0.114389	0.0270213	0.2903	0.0118451	52.51536	0.180476	0.327283	0.323457	0.168783	52.51536	0.3751639
4430	-2007.11	-1979.91	-27.1988	0.4857858	0.0002040665	0.2359398	0.5143131	0.249846	0.0224373	0.211044	0.151171	0.0558346	0.550783	0.00873014	46.88109	0.18911	0.31582	0.313088	0.181982	46.88109	0.4856869
4440	-2010.4	-1978.82	-31.5796	0.4615508	0.0001374074	0.3866968	0.1621794	0.07485402	0.00511605	0.466618	0.117394	0.0427569	0.358006	0.010109	51.23954	0.184852	0.328456	0.31366	0.173032	51.23954	0.8378206
4450	-2011.65	-1983.69	-27.9597	0.3256832	0.0001991772	0.1812554	0.4434611	0.1444278	0.0739635	0.425765	0.118899	0.0390135	0.326662	0.0156971	49.94465	0.188713	0.297715	0.321253	0.19232	49.94465	0.5565389
4460	-2011.71	-1984.41	-27.2983	0.4115206	0.0002605415	0.2496317	0.393392	0.1618889	0.0792667	0.377695	0.0539933	0.0510975	0.427842	0.0101057	48.2769	0.188529	0.304078	0.324394	0.182999	48.2769	0.606608
4470	-2009.09	-1982.4	-26.6887	0.350999	0.0002443867	0.1400652	0.6009528	0.2109338	0.0654284	0.342126	0.190463	0.0472705	0.35315	0.00156223	45.98983	0.184851	0.339581	0.312079	0.163489	45.98983	0.3990472
4480	-2010.61	-1981.25	-29.3619	0.4717986	0.0002378732	0.4278658	0.09311753	0.04393272	0.0661653	0.389973	0.0785809	0.0576648	0.402539	0.00507727	50.90375	0.186241	0.319777	0.299814	0.194168	50.90375	0.9068825
4490	-2011.62	-1982.61	-29.0141	0.523771	0.0002754599	0.4626215	0.1167486	0.06114955	0.0550136	0.33156	0.153071	0.0490273	0.408626	0.00270237	44.77917	0.182258	0.292052	0.340813	0.184877	44.77917	0.8832514
4500	-2014.39	-1987.02	-27.3698	0.5099579	0.0003407003	0.333061	0.3468853	0.1768969	0.0390028	0.353666	0.0320961	0.0600422	0.482153	0.0330398	44.91311	0.194327	0.345661	0.291631	0.168381	44.91311	0.6531147
